"160","B90655","MR. D'S AMBULETTE SERVICES INC.",,"337 WINTHROP STREET","BROOKLYN","11225","718-778-5139","TLC-licensed base (FHV, Commuter Van, or Para)"
"161","B90656","CHELSEA EXPRESS TRANSPORTATION INC.",,"108-36 CORONA AVENUE","CORONA","11368","718-897-5838","TLC-licensed base (FHV, Commuter Van, or Para)"
"162","B90657","DIANE TRANSPORTATION INC",,"73-14 YELLOWSTONE BOULEVARD SUITE A","FOREST HILLS","11375","718-544-4414","TLC-licensed base (FHV, Commuter Van, or Para)"
"163","B90658","HEALTHSTAR TRANSPORTATION INC.",,"2611 MILL AVENUE 2H","BROOKLYN","11234","917-299-7755","TLC-licensed base (FHV, Commuter Van, or Para)"
"164","B90660","G & M AMBULETTE SERVICE INC",,"1550 MCDONALD AVENUE","BROOKLYN","11230","718-801-6420","TLC-licensed base (FHV, Commuter Van, or Para)"
"165","B90662","MAYOOR TRANSPORTATION INC.",,"498 MAIN STREET SUITE 4","NEW ROCHELLE","10801","914-235-4700","TLC-licensed base (FHV, Commuter Van, or Para)"
"166","B90663","CITI COACH NYC, INC.",,"551 GRAND STREET SUITE 5","NEW YORK","10002","212-777-1277","TLC-licensed base (FHV, Commuter Van, or Para)"
"167","B90664","SALMA TRANSPORTATION LLC",,"1300 JERICHO TKPE. SUITE 201","NEW HYDE PARK","11040","516-502-2018","TLC-licensed base (FHV, Commuter Van, or Para)"
"168","B90665","FIRST ADVANCE CARE INC.","ADVANCE CARE AMBULETTE","73 BAY 14 STREET","BROOKLYN","11214","718-743-2100","TLC-licensed base (FHV, Commuter Van, or Para)"
"169","B90666","DELFENIC ENTERPRISES,INC",,"951 EAST  218 STREET","BRONX","10469","718-882-2490","TLC-licensed base (FHV, Commuter Van, or Para)"
"170","B90667","BRIDGEMAN TRANSPORTATION OF NY CORP","TKB AMBULETTE SERVICE","202 LEWIS AVENUE","BROOKLYN","11221","718-602-2100","TLC-licensed base (FHV, Commuter Van, or Para)"
"171","B90671","TEJET EXPRESS TRANSPORTATION INC.","TEJET TRANSPORTATION","1227 AVENUE U 2ND FL.","BROOKLYN","11229","718-252-7272","TLC-licensed base (FHV, Commuter Van, or Para)"
"172","B90672","PERFECT CHOICE AMBULETTE INC.",,"6610 BAY PARKWAY SUITE 1A","BROOKLYN","11204","347-462-1700","TLC-licensed base (FHV, Commuter Van, or Para)"
"173","B90674","ELBRUS AMBULETTE INC.",,"4214 GLENWOOD ROAD","BROOKLYN","11210","718-499-8800","TLC-licensed base (FHV, Commuter Van, or Para)"
"174","B90675","ABBA LOCAL TRANSPORTATION INC","AKIVA PARATRANSIT COMPANY","153 MORELAND STREET","STATEN ISLAND","10306","347-535-7688","TLC-licensed base (FHV, Commuter Van, or Para)"
"175","B90676","MANHATTAN AMBULETTE INC",,"125-12 12 84TH ROAD","KEW GARDENS","11415","718-841-7424","TLC-licensed base (FHV, Commuter Van, or Para)"
"176","B90677","EXCLUSIVE AMBULETTE SERVICE",,"76-16 ROCKAWAY BOULEVARD","WOODHAVEN","11421","718-327-5500","TLC-licensed base (FHV, Commuter Van, or Para)"
"177","B90678","COAST 2 COAST ENTERPRISES, INC","COAST 2 COAST TRANSPORTATION","84 HOWARD AVE","FREEPORT","11520","646-624-1283","TLC-licensed base (FHV, Commuter Van, or Para)"
