"162","B02323","CHOLULA EXPRESS INC.",,"3074 CONEY ISLAND AVENUE","BROOKLYN","11235","718-891-2003","TLC-licensed base (FHV, Commuter Van, or Para)"
"163","B02325","UNO LIMOUSINE SERVICE INC.",,"417 HACKENSACK STREET STE #2","CARLSTADT","7072","646-691-0520","TLC-licensed base (FHV, Commuter Van, or Para)"
"164","B02328","OUR TOWN LIMO SERVICE, INC.",,"622 WEST   57 STREET","NEW YORK","10019","212-595-4410","TLC-licensed base (FHV, Commuter Van, or Para)"
"165","B02329","FUTURE GROUP LIMO & CAR SVC INC.",,"198 COLUMBIA STREET","BROOKLYN","11231","718-858-1234","TLC-licensed base (FHV, Commuter Van, or Para)"
"166","B02330","OCHO LUXURY CAR, INC.","ACAPOLCO EXPRESS","4911 8 AVENUE","BROOKLYN","11220","646-479-5686","TLC-licensed base (FHV, Commuter Van, or Para)"
"167","B02331","CHICO EXPRESS SERVICE CORP",,"6318 14 AVENUE","BROOKLYN","11219","646-247-6722","TLC-licensed base (FHV, Commuter Van, or Para)"
"168","B02336","TNL LIMO INC.",,"22-06 CRESCENT STREET","ASTORIA","11105","646-739-9024","TLC-licensed base (FHV, Commuter Van, or Para)"
"169","B02339","KLR GROUP INC.",,"192 LEXINGTON AVENUE STE. #219","NEW YORK","10016","212-802-1419","TLC-licensed base (FHV, Commuter Van, or Para)"
"170","B02340","TBR NEW YORK LLC",,"1650 BROADWAY STE 1110","NEW YORK","10019","212-489-2000","TLC-licensed base (FHV, Commuter Van, or Para)"
"171","B02341","TIMES TRANSPORTATION INC",,"456 BOULEVARD SUITE 2A","HASBROUCK HGTS","7604","646-261-2890","TLC-licensed base (FHV, Commuter Van, or Para)"
"172","B02342","QUEST INTERNATIONAL LIMOUSINE, INC.",,"330 WEST   38 STREET","NEW YORK","10018","800-901-1544","TLC-licensed base (FHV, Commuter Van, or Para)"
"173","B02343","BLUE SKY CAR & LIMO SERVICE, INC.",,"447 1ST STREET","BROOKLYN","11215","646-243-6944","TLC-licensed base (FHV, Commuter Van, or Para)"
"174","B02352","SUPER FAST LIMOUSINE SERVICE, INC.",,"113 MINEOLA BLVD.","MINEOLA","11501","917-957-9450","TLC-licensed base (FHV, Commuter Van, or Para"
